order_id,product_id,product_name,category,customer_name,city,phone_number,country_code,payment_mode,amount,quantity,order_date
ORD0078,PRD004,Face Serum,Beauty,Suresh Pillai,Delhi,6087531510,IN,Wallet,593.53,1,14/11/2024
ORD0079,PRD003,Yoga Mat,Sports,Pooja Reddy,Bangalore,7100558303,IN,Cash,6759.7,5,2024-04-21
ORD0080,PRD013,Denim Jacket,Apparel,Neha Agarwal,Bangalore,7335901990,IN,Net Banking,6150.03,1,2025-02-02
ORD0081,PRD002,Wireless Earbuds,Electronics,Manish Tiwari,Mumbai,6851819913,IN,Debit Card,5841.81,4,2024-07-22
ORD0082,PRD002,Wireless Earbuds,Electronics,Manish Tiwari,Hyderabad,9459716271,IN,UPI,7031.49,3,2025-03-11
ORD0083,PRD002,Wireless Earbuds,Electronics,Meera Bhatt,Surat,8173085046,IN,UPI,3601.6,4,2024-12-04
ORD0084,PRD011,Resistance Bands,Sports,Rahul Verma,Mumbai,8729817240,IN,Cash,8257.84,1,2024-08-09
ORD0085,PRD015,Non-stick Pan,Kitchen,Aditya Saxena,Ahmedabad,8793693337,IN,Wallet,1698.31,2,2025-01-10
ORD0086,PRD005,Running Shoes,Footwear,Aisha Khan,Jaipur,7054393708,IN,Cash,4754.76,5,2024-05-17
ORD0087,PRD014,Bluetooth Speaker,Electronics,Sana Mirza,Delhi,8621354709,IN,Debit Card,8838.99,2,2025-01-19
ORD0088,PRD011,Resistance Bands,Sports,Siddharth Roy,Pune,7523961606,IN,UPI,5043.2,3,2024-04-03
ORD0089,PRD013,Denim Jacket,Apparel,Arjun Nair,Pune,3305394,IN,Debit Card,8826.14,3,2024-10-11
ORD0090,PRD002,Wireless Earbuds,Electronics,Pooja Reddy,Kolkata,9057339843,IN,Cash,5639.73,2,2024-12-19
ORD0091,PRD008,Protein Powder,Health,Amit Kumar,Mumbai,8851686578,IN,,3082.51,4,2024-12-20
ORD0092,PRD010,Smart Watch,Electronics,Neha Agarwal,Ahmedabad,7511014697,IN,Net Banking,5402.03,4,2025-01-16
ORD0093,PRD012,Vitamin C Tablets,Health,Amit Kumar,Chennai,6513483708,IN,Debit Card,2662.76,1,15/01/2025
ORD0094,PRD009,Silk Saree,Apparel,Vivek Pandey,Bangalore,9265068044,IN,Credit Card,2319.57,4,2024-05-21
ORD0095,PRD009,Silk Saree,Apparel,Aisha Khan,Chennai,7298229437,IN,UPI,8358.76,3,2024-04-26
ORD0096,PRD001,Cotton Kurti,Apparel,Rajesh Kulkarni,Jaipur,6542366274,IN,Credit Card,2887.25,1,2024-10-10
ORD0097,PRD011,Resistance Bands,Sports,Riya Chopra,Ahmedabad,7891799103,IN,UPI,8751.65,5,2024-05-25
ORD0098,PRD006,Stainless Steel Bottle,Kitchen,Ananya Iyer,Mumbai,7721025347,IN,Debit Card,9421.42,4,2024-02-28
ORD0099,PRD008,Protein Powder,Health,Rohit Sharma,Surat,7304963614,IN,Wallet,6926.22,2,2024-03-17
ORD0100,PRD002,Wireless Earbuds,Electronics,Pooja Reddy,Delhi,6969318858,IN,Net Banking,7690.55,5,2024-11-01
ORD0101,PRD013,Denim Jacket,Apparel,Nikhil Rao,Kolkata,7841810119,IN,Cash,9102.34,3,2025-03-16
ORD0102,PRD005,Running Shoes,Footwear,Manish Tiwari,Surat,6906346324,IN,UPI,6173.38,1,15/05/2024
ORD0103,PRD011,Resistance Bands,Sports,Rohit Sharma,Bangalore,7658197,IN,Credit Card,1902.37,1,2024-03-21
ORD0104,PRD012,Vitamin C Tablets,Health,Aisha Khan,Ahmedabad,9691982799,IN,Debit Card,518.87,3,2024-12-27
ORD0105,PRD008,Protein Powder,Health,Rohit Sharma,Hyderabad,6849627058,IN,Debit Card,7919.71,5,2024-12-04
ORD0106,PRD007,Laptop Bag,Accessories,Sneha Gupta,Jaipur,,IN,Credit Card,6545.82,3,2025-02-27
ORD0107,PRD001,Cotton Kurti,Apparel,Ananya Iyer,Chennai,8013042435,IN,Net Banking,7538.79,5,2024-05-27
ORD0108,PRD012,Vitamin C Tablets,Health,Divya Joshi,Kolkata,9axcca32z3,IN,Debit Card,5103.63,4,2024-08-12
ORD0109,PRD013,Denim Jacket,Apparel,Deepa Nambiar,Chennai,7899360801,IN,Net Banking,593.27,2,2024-08-28
ORD0110,PRD015,Non-stick Pan,Kitchen,Arjun Nair,Bangalore,7753841726,IN,Net Banking,4470.67,4,2024-02-16
ORD0111,PRD006,Stainless Steel Bottle,Kitchen,Rahul Verma,Delhi,7719929315,IN,Credit Card,3431.08,4,2024-05-27
ORD0112,PRD014,Bluetooth Speaker,Electronics,Vivek Pandey,Jaipur,9318068090,IN,UPI,4656.29,3,2024-05-09
ORD0113,PRD007,Laptop Bag,Accessories,Riya Chopra,Jaipur,6805660882,IN,UPI,6644.07,5,2024-08-24
ORD0114,PRD009,Silk Saree,Apparel,Neha Agarwal,Surat,6562697526,IN,Cash,6328.01,1,2024-04-14
ORD0115,PRD015,Non-stick Pan,Kitchen,Divya Joshi,Ahmedabad,7027774780,IN,Wallet,4949.18,1,2024-11-18
ORD0116,PRD012,Vitamin C Tablets,Health,Ananya Iyer,Chennai,9613809882,IN,Net Banking,333.01,4,28/02/2024
ORD0117,PRD008,Protein Powder,Health,Sneha Gupta,Bangalore,7784517419,IN,Cash,9339.0,3,2024-09-17
ORD0118,PRD014,Bluetooth Speaker,Electronics,Ritika Bose,Ahmedabad,8574307168,IN,Credit Card,4675.51,2,17/09/2024
ORD0119,PRD012,Vitamin C Tablets,Health,Gaurav Malhotra,Bangalore,8180716723,IN,UPI,2906.22,4,2024-06-23
ORD0120,,Running Shoes,Footwear,Aditya Saxena,Mumbai,8102989254,IN,Debit Card,7314.3,5,2024-10-23
ORD0121,PRD014,Bluetooth Speaker,Electronics,Vikram Singh,Ahmedabad,7620104855,IN,Net Banking,4945.55,3,2024-10-09
ORD0122,PRD008,Protein Powder,Health,Sana Mirza,Pune,9676547724,IN,Credit Card,9810.59,2,2024-10-19
ORD0123,,Denim Jacket,Apparel,Kavya Menon,Mumbai,9403304832,IN,Debit Card,7497.11,4,2024-07-16
ORD0124,PRD014,Bluetooth Speaker,Electronics,Suresh Pillai,Bangalore,7425906387,IN,Cash,9654.28,2,2024-09-14
ORD0125,PRD014,Bluetooth Speaker,Electronics,Sneha Gupta,Ahmedabad,7760844750,IN,UPI,5353.32,4,2024-01-08
ORD0126,PRD014,Bluetooth Speaker,Electronics,Suresh Pillai,Bangalore,7707177877,IN,UPI,4800.01,3,2024-06-22
ORD0127,PRD011,Resistance Bands,Sports,Rohit Sharma,Pune,9811520099,IN,Wallet,8620.55,4,2024-06-11
ORD0128,PRD013,Denim Jacket,Apparel,Ritika Bose,Jaipur,7234283419,IN,UPI,6250.1,2,2024-11-19
ORD0129,PRD004,Face Serum,Beauty,Sunita Desai,Delhi,,IN,Cash,9786.71,1,2024-08-15
ORD0130,PRD005,Running Shoes,Footwear,Gaurav Malhotra,Mumbai,7849785671,IN,UPI,3377.87,1,2024-05-30
ORD0131,PRD003,Yoga Mat,Sports,Pooja Reddy,Jaipur,,IN,Cash,5745.1,2,2024-03-28
ORD0132,PRD010,Smart Watch,Electronics,Riya Chopra,Kolkata,,IN,Net Banking,6893.72,4,2024-10-25
ORD0133,PRD008,Protein Powder,Health,Suresh Pillai,Chennai,7235368585,IN,Cash,2701.2,1,2025-02-15
ORD0134,PRD011,Resistance Bands,Sports,Shreya Das,Bangalore,7822393017,IN,UPI,4527.95,3,2024-10-27
ORD0135,PRD012,Vitamin C Tablets,Health,Arjun Nair,Ahmedabad,7018790736,IN,Debit Card,2151.33,4,2025-03-12
ORD0136,,Laptop Bag,Accessories,Manish Tiwari,Pune,8827075539,IN,Net Banking,3098.55,3,2024-01-12
ORD0137,PRD007,Laptop Bag,Accessories,Arjun Nair,Mumbai,9577015837,IN,Net Banking,8676.66,1,2024-11-06
ORD0138,PRD015,Non-stick Pan,Kitchen,Gaurav Malhotra,Chennai,8666707262,IN,Credit Card,6148.24,3,2024-04-22
ORD0139,PRD005,Running Shoes,Footwear,Deepa Nambiar,Bangalore,6143299564,IN,Wallet,1151.21,1,2024-06-07
ORD0140,PRD010,Smart Watch,Electronics,Neha Agarwal,Bangalore,6862407093,IN,UPI,9113.35,3,2025-01-17
ORD0141,PRD003,Yoga Mat,Sports,Meera Bhatt,Jaipur,,IN,Debit Card,5401.35,3,2025-03-01
ORD0142,PRD015,Non-stick Pan,Kitchen,Aditya Saxena,Ahmedabad,93b321332x,IN,Debit Card,7515.28,3,2025-02-15
ORD0143,PRD013,Denim Jacket,Apparel,Siddharth Roy,Mumbai,8887681752,IN,Debit Card,5457.41,4,2024-07-07
ORD0144,PRD005,Running Shoes,Footwear,Manish Tiwari,Kolkata,6107480046,IN,,9413.86,1,2024-12-11
ORD0145,PRD010,Smart Watch,Electronics,Gaurav Malhotra,Jaipur,7889116,IN,Debit Card,9168.51,2,2024-11-27
ORD0146,PRD015,Non-stick Pan,Kitchen,Rajesh Kulkarni,Chennai,7307235909,IN,Wallet,4200.3,2,2024-01-24
ORD0147,PRD008,Protein Powder,Health,Sneha Gupta,Delhi,8879716355,IN,Credit Card,8894.14,2,2024-07-17
ORD0148,PRD012,Vitamin C Tablets,Health,Rajesh Kulkarni,Jaipur,6425294682,IN,Cash,5954.94,2,2025-03-29
ORD0149,PRD014,Bluetooth Speaker,Electronics,Ritika Bose,Surat,6933166190,IN,Cash,9401.72,3,2024-01-17
ORD0150,PRD008,Protein Powder,Health,Amit Kumar,Hyderabad,8769510048,IN,Debit Card,1172.68,3,2024-10-05
ORD0151,PRD006,Stainless Steel Bottle,Kitchen,Priya Patel,Kolkata,6393734347,IN,Debit Card,2059.12,1,2025-03-10
ORD0152,,Resistance Bands,Sports,Karan Mehta,Surat,9380045208,IN,UPI,694.67,3,2024-05-04
ORD0153,PRD010,Smart Watch,Electronics,Karan Mehta,Delhi,7411152518,IN,Net Banking,2229.14,2,2025-02-20
ORD0154,PRD013,Denim Jacket,Apparel,Vikram Singh,Surat,9429590757,IN,UPI,2916.29,2,2024-03-07
ORD0155,PRD003,Yoga Mat,Sports,Sneha Gupta,Mumbai,6748381742,IN,Credit Card,344.63,2,2024-10-28
ORD0156,PRD005,Running Shoes,Footwear,Priya Patel,Bangalore,7620810,IN,Wallet,4324.41,1,2025-01-16
ORD0157,PRD013,Denim Jacket,Apparel,Neha Agarwal,Jaipur,6186251406,IN,Net Banking,1267.73,5,2024-04-23
ORD0158,,Vitamin C Tablets,Health,Meera Bhatt,Jaipur,9639119547,IN,Debit Card,4687.82,1,2024-02-01
ORD0159,PRD007,Laptop Bag,Accessories,Kavya Menon,Delhi,7383459732,IN,Cash,7180.53,4,2024-02-07
ORD0160,PRD010,Smart Watch,Electronics,Vikram Singh,Delhi,7635971911,IN,Credit Card,2894.16,5,2024-10-07
ORD0161,PRD010,Smart Watch,Electronics,Nikhil Rao,Chennai,6491404673,IN,Cash,5153.4,4,2024-02-20
ORD0162,PRD014,Bluetooth Speaker,Electronics,Suresh Pillai,Jaipur,7777315761,IN,Wallet,8680.82,4,2024-08-19
ORD0163,PRD006,Stainless Steel Bottle,Kitchen,Aditya Saxena,Ahmedabad,8856616537,IN,Cash,4275.7,1,2024-06-09
ORD0164,PRD005,Running Shoes,Footwear,Neha Agarwal,Bangalore,6400420225,IN,Wallet,9244.25,1,2024-02-16
ORD0165,PRD007,Laptop Bag,Accessories,Sneha Gupta,Pune,8877685081,IN,Credit Card,5651.43,5,2024-10-14
ORD0166,PRD002,Wireless Earbuds,Electronics,Kavya Menon,Pune,6220959215,IN,Wallet,9422.07,4,2025-03-20
ORD0167,PRD005,Running Shoes,Footwear,Aisha Khan,Chennai,,IN,Debit Card,1214.29,5,2024-04-18
ORD0168,PRD008,Protein Powder,Health,Pooja Reddy,Delhi,8465740756,IN,Debit Card,8483.66,3,2024-02-28
ORD0169,PRD004,Face Serum,Beauty,Meera Bhatt,Kolkata,8391179068,IN,Net Banking,9749.56,5,2024-11-10
ORD0170,PRD001,Cotton Kurti,Apparel,Aisha Khan,Chennai,6779130936,IN,UPI,1967.08,3,2024-06-22
ORD0171,PRD014,Bluetooth Speaker,Electronics,Vikram Singh,Surat,6131671246,IN,Wallet,4126.69,2,2025-01-14
ORD0172,PRD002,Wireless Earbuds,Electronics,Sunita Desai,Jaipur,,IN,Credit Card,3885.71,4,2024-06-23
ORD0173,PRD005,Running Shoes,Footwear,Sunita Desai,Pune,,IN,Net Banking,6041.99,1,2024-03-20
ORD0174,PRD010,Smart Watch,Electronics,Priya Patel,Delhi,7778905619,IN,Debit Card,4541.51,4,2024-09-05
ORD0175,PRD005,Running Shoes,Footwear,Karan Mehta,Jaipur,8547492192,IN,UPI,3581.69,1,2024-05-25
ORD0176,PRD008,Protein Powder,Health,Nikhil Rao,Chennai,5156977,IN,UPI,2360.08,5,2024-01-29
ORD0177,PRD004,Face Serum,Beauty,Vivek Pandey,Bangalore,7849649210,IN,Debit Card,3035.58,1,2024-01-04
ORD0178,PRD003,Yoga Mat,Sports,Vikram Singh,Kolkata,9462603446,IN,Net Banking,7094.98,5,2024-10-13
ORD0179,PRD006,Stainless Steel Bottle,Kitchen,Rohit Sharma,Kolkata,9702734323,IN,Wallet,613.56,1,2024-08-23
ORD0180,PRD006,Stainless Steel Bottle,Kitchen,Manish Tiwari,Kolkata,9ac2z23a2c,IN,Net Banking,4162.34,4,2024-05-28
ORD0181,PRD010,Smart Watch,Electronics,Siddharth Roy,Jaipur,7430518844,IN,UPI,4077.51,3,2025-01-16
ORD0182,PRD013,Denim Jacket,Apparel,Ananya Iyer,Delhi,9333874861,IN,Net Banking,6404.6,5,27/06/2024
ORD0183,PRD006,Stainless Steel Bottle,Kitchen,Sunita Desai,Bangalore,,IN,Credit Card,1206.48,3,2024-04-11
ORD0184,PRD003,Yoga Mat,Sports,Vivek Pandey,Delhi,9263647494,IN,Credit Card,9521.66,4,2024-08-25
ORD0185,PRD010,Smart Watch,Electronics,Amit Kumar,Surat,8693878240,IN,Wallet,6424.92,5,2024-06-14
ORD0186,PRD006,Stainless Steel Bottle,Kitchen,Vikram Singh,Ahmedabad,6241257421,IN,UPI,4794.43,3,2025-02-11
ORD0187,PRD006,Stainless Steel Bottle,Kitchen,Nikhil Rao,Delhi,7232986477,IN,Debit Card,4724.08,1,2024-01-30
ORD0188,PRD002,Wireless Earbuds,Electronics,Suresh Pillai,Delhi,9400831547,IN,Net Banking,6020.98,4,2024-08-24
ORD0189,PRD012,Vitamin C Tablets,Health,Gaurav Malhotra,Mumbai,,IN,Cash,9107.69,5,2024-11-29
ORD0190,PRD010,Smart Watch,Electronics,Ritika Bose,Jaipur,9596507613,IN,Credit Card,9584.68,4,2024-02-22
ORD0191,PRD006,Stainless Steel Bottle,Kitchen,Rajesh Kulkarni,Delhi,7887302225,IN,Net Banking,6531.05,1,2024-05-06
ORD0192,PRD009,Silk Saree,Apparel,Nikhil Rao,Surat,7453275827,IN,Credit Card,3765.2,3,2024-07-17
ORD0193,PRD011,Resistance Bands,Sports,Aisha Khan,Mumbai,91c1z32xzb,IN,Wallet,6542.59,1,2024-06-17
ORD0194,PRD006,Stainless Steel Bottle,Kitchen,Divya Joshi,Kolkata,8763782498,IN,Credit Card,6030.4,1,2024-06-07
ORD0195,PRD013,Denim Jacket,Apparel,Rahul Verma,Bangalore,7818516501,IN,Wallet,7086.74,5,2024-02-17
ORD0196,PRD009,Silk Saree,Apparel,Neha Agarwal,Mumbai,8088517710,IN,Debit Card,3225.89,2,2024-06-23
ORD0197,PRD004,Face Serum,Beauty,Pooja Reddy,Bangalore,9586812331,IN,Credit Card,955.22,1,2024-09-16
ORD0198,PRD012,Vitamin C Tablets,Health,Gaurav Malhotra,Jaipur,6662510569,IN,UPI,6685.91,5,2024-03-08
ORD0199,PRD003,Yoga Mat,Sports,Ananya Iyer,Surat,9090596936,IN,Credit Card,7266.59,1,2024-07-29
ORD0200,PRD004,Face Serum,Beauty,Amit Kumar,Surat,7329154472,IN,Debit Card,7572.43,4,2024-04-29
ORD0201,PRD013,Denim Jacket,Apparel,Meera Bhatt,Ahmedabad,7210200352,IN,Credit Card,3803.84,5,2024-08-13
ORD0202,PRD013,Denim Jacket,Apparel,Siddharth Roy,Jaipur,8597009738,IN,Net Banking,4301.88,2,11/03/2024
ORD0203,PRD014,Bluetooth Speaker,Electronics,Arjun Nair,Mumbai,9055443931,IN,Wallet,4908.79,3,2024-10-10
ORD0204,PRD014,Bluetooth Speaker,Electronics,Nikhil Rao,Delhi,8204833223,IN,Debit Card,1020.98,2,2024-05-19
ORD0205,PRD003,Yoga Mat,Sports,Aditya Saxena,Kolkata,7501456453,IN,UPI,9473.85,2,2025-02-22
ORD0206,PRD015,Non-stick Pan,Kitchen,Aarav Shah,Kolkata,6350492684,IN,UPI,4084.25,3,2024-04-30
ORD0207,PRD006,Stainless Steel Bottle,Kitchen,Pooja Reddy,Mumbai,,IN,Debit Card,9321.09,3,2025-02-09
ORD0208,PRD001,Cotton Kurti,Apparel,Divya Joshi,Ahmedabad,9890628295,IN,Wallet,8343.88,4,2024-08-17
ORD0209,PRD002,Wireless Earbuds,Electronics,Aarav Shah,Chennai,7817865363,IN,Credit Card,8381.64,5,2025-01-07
ORD0210,PRD002,Wireless Earbuds,Electronics,Vivek Pandey,Chennai,9409770698,IN,Credit Card,3150.28,1,2024-05-02
ORD0211,PRD010,Smart Watch,Electronics,Amit Kumar,Delhi,8714225802,IN,UPI,8398.54,4,2024-11-01
ORD0212,PRD009,Silk Saree,Apparel,Manish Tiwari,Hyderabad,7033215551,IN,Wallet,1606.05,4,2024-01-01
