order_id,product_id,product_name,category,customer_name,city,phone_number,country_code,payment_mode,amount,quantity,order_date,email
ORD0481,PRD006,Stainless Steel Bottle,Kitchen,Amit Kumar,Ahmedabad,7148733029,IN,Cash,3333.01,3,2024-04-09,support@outlook.com
ORD0228,PRD006,Stainless Steel Bottle,Kitchen,Rahul Verma,Ahmedabad,6317013563,IN,Net Banking,8896.71,2,2024-11-09,user@gmail.com
ORD0352,PRD001,Cotton Kurti,Apparel,Deepa Nambiar,Chennai,9489788501,IN,Wallet,8126.19,1,2024-09-14,info@hotmail.com
ORD0140,PRD003,Yoga Mat,Sports,Aarav Shah,Pune,7059055241,IN,Net Banking,3345.2,3,2024-07-05,user@gmail.com
ORD0450,PRD008,Protein Powder,Health,Suresh Pillai,Delhi,8317212536,IN,Net Banking,1022.85,5,2025-01-18,contact@yahoo.com
ORD0280,PRD008,Protein Powder,Health,Sana Mirza,Hyderabad,8406630,IN,Cash,4093.91,1,2024-12-20,hello@company.in
ORD0316,PRD001,Cotton Kurti,Apparel,Amit Kumar,Ahmedabad,6217479753,IN,UPI,6955.16,5,2024-06-18,hello@company.in
ORD0026,PRD008,Protein Powder,Health,Nikhil Rao,Mumbai,8813986875,IN,UPI,3430.51,4,2024-02-06,info@hotmail.com
ORD0051,PRD006,Stainless Steel Bottle,Kitchen,Nikhil Rao,Hyderabad,9329213015,IN,Net Banking,-409.15,1,2024-05-26,support@outlook.com
ORD0087,PRD010,Smart Watch,Electronics,Vikram Singh,Ahmedabad,8284794143,IN,Credit Card,5100.35,4,2024-06-18,support@outlook.com
ORD0225,PRD002,Wireless Earbuds,Electronics,Meera Bhatt,Bangalore,7762605978,IN,Net Banking,4548.43,1,2024-11-04,user@gmail.com
ORD0117,PRD004,Face Serum,Beauty,Aditya Saxena,Mumbai,7163427939,IN,Wallet,6245.9,5,2024-08-20,hello@company.in
ORD0336,PRD009,Silk Saree,Apparel,Riya Chopra,Pune,6956332273,IN,Debit Card,5898.96,3,2024-09-06,test@domain.co.in
ORD0136,PRD002,Wireless Earbuds,Electronics,Aisha Khan,Mumbai,8911961726,IN,Credit Card,5008.49,5,2024-01-11,support@outlook.com
ORD0111,PRD004,Face Serum,Beauty,Sneha Gupta,Mumbai,9bbaaa1c1c,IN,Credit Card,505.83,2,2024-05-19,support@outlook.com
ORD0030,PRD009,Silk Saree,Apparel,Sana Mirza,Hyderabad,6349880946,IN,Net Banking,1900.67,3,2024-11-30,hello@company.in
ORD0045,PRD009,Silk Saree,Apparel,Arjun Nair,Hyderabad,6606175943,IN,Cash,745.4,1,2024-06-30,contact@yahoo.com
ORD0271,PRD006,Stainless Steel Bottle,Kitchen,Sneha Gupta,Delhi,9807839670,IN,Net Banking,3120.56,4,2024-02-17,hello@company.in
ORD0437,PRD004,Face Serum,Beauty,Deepa Nambiar,Pune,7187475342,IN,UPI,1746.89,1,2025-02-20,user@gmail.com
ORD0091,PRD007,Laptop Bag,Accessories,Rahul Verma,Chennai,8442590888,IN,Wallet,9614.93,5,2024-03-14,support@outlook.com
ORD0138,PRD009,Silk Saree,Apparel,Suresh Pillai,Kolkata,8792550595,IN,Credit Card,1575.64,2,2024-06-09,support@outlook.com
ORD0353,PRD004,Face Serum,Beauty,Sana Mirza,Ahmedabad,6949711285,IN,Wallet,4764.06,3,2025-03-19,info@hotmail.com
ORD0282,PRD003,Yoga Mat,Sports,Neha Agarwal,Hyderabad,9647201399,IN,Debit Card,3980.15,5,2024-05-30,test@domain.co.in
ORD0273,PRD005,Running Shoes,Footwear,Divya Joshi,Delhi,9807580664,IN,Cash,382.93,5,2024-04-21,contact@yahoo.com
ORD0104,PRD006,Stainless Steel Bottle,Kitchen,Pooja Reddy,Hyderabad,7703405199,IN,,8408.92,5,2024-05-08,hello@company.in
ORD0180,PRD008,Protein Powder,Health,Aarav Shah,Chennai,6137838302,IN,UPI,9986.79,1,2024-07-20,contact@yahoo.com
ORD0457,PRD005,Running Shoes,Footwear,Rahul Verma,Hyderabad,8826514005,IN,Net Banking,9423.85,2,2025-03-08,info@hotmail.com
ORD0222,PRD007,Laptop Bag,Accessories,Riya Chopra,Ahmedabad,8379005192,IN,UPI,7667.93,4,2024-04-28,double@@test.com
ORD0478,PRD003,Yoga Mat,Sports,Rahul Verma,Chennai,7482366409,IN,UPI,7937.6,3,2024-07-01,hello@company.in
ORD0288,PRD007,Laptop Bag,Accessories,Vikram Singh,Bangalore,9591089649,IN,Net Banking,5175.72,5,2024-04-13,test@domain.co.in
ORD0358,PRD003,Yoga Mat,Sports,Deepa Nambiar,Bangalore,2622991,IN,Debit Card,2894.41,3,2024-12-12,contact@yahoo.com
ORD0253,PRD005,Running Shoes,Footwear,Rajesh Kulkarni,Bangalore,9061990210,IN,Cash,1770.81,5,2025-01-22,contact@yahoo.com
ORD0064,PRD008,Protein Powder,Health,Suresh Pillai,Chennai,5554061,IN,Cash,5513.16,3,2024-04-21,info@hotmail.com
ORD0214,PRD004,Face Serum,Beauty,Aditya Saxena,Hyderabad,7269883686,IN,Debit Card,2040.88,5,2025-03-31,user@gmail.com
ORD0131,PRD001,Cotton Kurti,Apparel,Ananya Iyer,Hyderabad,7876692218,IN,Net Banking,1048.53,4,2024-04-04,hello@company.in
ORD0270,PRD002,Wireless Earbuds,Electronics,Ananya Iyer,Kolkata,6462509574,IN,Net Banking,4243.88,1,2024-12-21,hello@company.in
ORD0042,PRD009,Silk Saree,Apparel,Rohit Sharma,Hyderabad,,IN,Debit Card,3374.55,5,2024-06-20,support@outlook.com
ORD0059,PRD003,Yoga Mat,Sports,Amit Kumar,Chennai,6987642830,IN,Credit Card,2064.18,5,2024-03-06,hello@company.in
ORD0307,PRD006,Stainless Steel Bottle,Kitchen,Ananya Iyer,Mumbai,9489066314,IN,Debit Card,508.07,4,2025-02-27,hello@company.in
ORD0438,PRD007,Laptop Bag,Accessories,Sana Mirza,Pune,6196554623,IN,Debit Card,2204.12,4,2024-03-05,support@outlook.com
ORD0108,PRD010,Smart Watch,Electronics,Rohit Sharma,Bangalore,7651276364,IN,UPI,6442.52,2,2024-06-11,support@outlook.com
ORD0390,PRD008,Protein Powder,Health,Nikhil Rao,Chennai,7456808792,IN,Debit Card,8776.36,4,2024-05-17,support@outlook.com
ORD0025,PRD007,Laptop Bag,Accessories,Ananya Iyer,Ahmedabad,6321028921,IN,Net Banking,8949.71,4,2024-12-06,contact@yahoo.com
ORD0258,PRD001,Cotton Kurti,Apparel,Gaurav Malhotra,Pune,9902626077,IN,Wallet,6450.19,2,2024-02-04,support@outlook.com
ORD0213,PRD007,Laptop Bag,Accessories,Aarav Shah,Ahmedabad,9513734914,IN,UPI,3133.67,1,2024-08-24,user@gmail.com
ORD0484,PRD002,Wireless Earbuds,Electronics,Riya Chopra,Bangalore,9516101462,IN,Cash,4395.17,3,2024-05-28,support@outlook.com
ORD0080,PRD001,Cotton Kurti,Apparel,Deepa Nambiar,Hyderabad,9282571057,IN,Net Banking,4054.84,3,20/10/2024,support@outlook.com
ORD0256,PRD003,Yoga Mat,Sports,Manish Tiwari,Mumbai,9426243396,IN,Cash,9273.09,1,2024-02-03,info@hotmail.com
ORD0166,PRD009,Silk Saree,Apparel,Vikram Singh,Pune,7135441806,IN,Credit Card,5872.79,5,2024-08-02,test@domain.co.in
ORD0345,PRD004,Face Serum,Beauty,Ananya Iyer,Kolkata,8058210426,IN,Credit Card,8931.08,5,2024-11-01,user@gmail.com
ORD0001,PRD007,Laptop Bag,Accessories,Siddharth Roy,Hyderabad,7078685359,IN,Net Banking,1951.26,2,2024-03-09,user@gmail.com
ORD0266,PRD007,Laptop Bag,Accessories,Vivek Pandey,Pune,7939729611,IN,Wallet,1760.63,4,20/10/2024,user@gmail.com
ORD0079,PRD003,Yoga Mat,Sports,Riya Chopra,Ahmedabad,1048534,IN,Debit Card,8375.41,1,2025-01-29,test@domain.co.in
ORD0127,PRD008,Protein Powder,Health,Sneha Gupta,Kolkata,9767966643,IN,Debit Card,6715.14,4,2025-02-01,hello@company.in
ORD0433,PRD007,Laptop Bag,Accessories,Divya Joshi,Delhi,8617388747,IN,Wallet,2691.53,3,2024-03-06,support@outlook.com
ORD0211,PRD002,Wireless Earbuds,Electronics,Priya Patel,Delhi,9654711747,IN,Debit Card,-311.69,5,2024-03-27,test@domain.co.in
ORD0348,PRD006,Stainless Steel Bottle,Kitchen,Kavya Menon,Chennai,7677996882,IN,Debit Card,703.68,1,2024-10-26,contact@yahoo.com
ORD0407,PRD009,Silk Saree,Apparel,Shreya Das,Kolkata,7946550814,IN,Debit Card,7884.11,4,2024-01-21,support@outlook.com
ORD0408,,Laptop Bag,Accessories,Sunita Desai,Mumbai,6415668646,IN,Wallet,9060.24,3,2025-03-20,missing@
ORD0229,PRD007,Laptop Bag,Accessories,Rahul Verma,Chennai,7164464149,IN,Credit Card,215.6,3,2024-04-25,user@gmail.com
ORD0113,PRD006,Stainless Steel Bottle,Kitchen,Sana Mirza,Delhi,3730924,IN,Debit Card,1904.97,3,2024-12-03,info@hotmail.com
ORD0092,PRD003,Yoga Mat,Sports,Ritika Bose,Ahmedabad,8558887020,IN,Cash,1995.23,5,2024-09-06,hello@company.in
ORD0372,PRD006,Stainless Steel Bottle,Kitchen,Neha Agarwal,Chennai,7162514783,IN,,1730.54,4,2024-02-21,support@outlook.com
ORD0010,PRD003,Yoga Mat,Sports,Kavya Menon,Bangalore,9427236164,IN,Credit Card,8827.22,3,2025-01-29,@nodomain.com
ORD0100,,Stainless Steel Bottle,Kitchen,Suresh Pillai,Chennai,6123186935,IN,Wallet,4903.96,4,2024-01-08,spaces in@email.com
ORD0402,PRD010,Smart Watch,Electronics,Rajesh Kulkarni,Hyderabad,6427255387,IN,Debit Card,3337.24,4,2024-10-06,support@outlook.com
ORD0472,PRD001,Cotton Kurti,Apparel,Sneha Gupta,Hyderabad,8655122490,IN,Wallet,3328.87,3,2024-10-06,hello@company.in
ORD0439,PRD006,Stainless Steel Bottle,Kitchen,Rajesh Kulkarni,Bangalore,9802574090,IN,UPI,1350.18,3,2024-07-23,info@hotmail.com
ORD0050,PRD002,Wireless Earbuds,Electronics,Vivek Pandey,Kolkata,7896488070,IN,UPI,7428.53,3,2024-09-10,test@domain.co.in
ORD0475,PRD007,Laptop Bag,Accessories,Neha Agarwal,Delhi,8214039213,IN,Debit Card,2920.56,3,2024-09-03,info@hotmail.com
ORD0364,PRD006,Stainless Steel Bottle,Kitchen,Sana Mirza,Pune,9879105995,IN,UPI,3747.32,3,2024-06-08,hello@company.in
ORD0241,PRD001,Cotton Kurti,Apparel,Shreya Das,Hyderabad,7944189881,IN,UPI,8339.05,1,2025-02-27,user@gmail.com
ORD0421,PRD009,Silk Saree,Apparel,Deepa Nambiar,Kolkata,8946163243,IN,,6660.74,5,2024-08-22,test@domain.co.in
ORD0396,PRD001,Cotton Kurti,Apparel,Ananya Iyer,Mumbai,8400972261,IN,Debit Card,2068.06,4,2024-08-11,support@outlook.com
ORD0259,PRD007,Laptop Bag,Accessories,Pooja Reddy,Pune,8039526886,IN,Wallet,8327.98,4,2024-04-01,user@gmail.com
ORD0262,PRD001,Cotton Kurti,Apparel,Pooja Reddy,Ahmedabad,6031147347,IN,Wallet,5674.59,4,2025-02-06,test@domain.co.in
ORD0480,PRD009,Silk Saree,Apparel,Riya Chopra,Mumbai,8760491484,IN,UPI,3020.96,3,2024-03-29,hello@company.in
ORD0418,PRD008,Protein Powder,Health,Sana Mirza,Mumbai,7241619166,IN,Wallet,291.91,2,2025-01-05,support@outlook.com
ORD0063,PRD004,Face Serum,Beauty,Rohit Sharma,Delhi,7437860906,IN,Debit Card,445.39,2,2024-06-01,support@outlook.com
ORD0303,,Silk Saree,Apparel,Nikhil Rao,Pune,7828355462,IN,Credit Card,8554.84,5,2024-10-28,spaces in@email.com
ORD0016,PRD006,Stainless Steel Bottle,Kitchen,Meera Bhatt,Ahmedabad,7758069520,IN,Net Banking,1446.35,3,2024-08-08,info@hotmail.com
ORD0096,PRD001,Cotton Kurti,Apparel,Neha Agarwal,Mumbai,8591340891,IN,UPI,7715.58,1,2024-04-08,contact@yahoo.com
