order_id,product_id,product_name,category,customer_name,city,phone_number,country_code,payment_mode,amount,quantity,order_date,email
ORD0430,PRD001,Cotton Kurti,Apparel,Karan Mehta,Hyderabad,8766859904,IN,PayLah,7455.11,1,06-02-2024,contact@yahoo.com
ORD0412,PRD007,Laptop Bag,Accessories,Jing Wen,Ang Mo Kio,85663357,SG,Debit Card,1565.42,2,24-12-2024,test@domain.co
ORD0302,PRD009,Smart Watch,Electronics,Sneha Gupta,Bangalore,8560535636,IN,Credit Card,3984.74,5,26-06-2024,contact@yahoo.com
ORD0004,PRD005,Running Shoes,Footwear,Karan Mehta,Delhi,6450687986,IN,PayLah,559.27,3,24-08-2024,contact@yahoo.com
ORD0420,PRD005,Running Shoes,Footwear,Divya Joshi,Pune,6683809233,IN,Net Banking,9071.99,1,26-01-2024,user@gmail.com
ORD0032,PRD005,Running Shoes,Footwear,Priya Patel,Mumbai,7939821216,IN,UPI,3327.45,4,16-02-2024,test@domain.co
ORD0372,PRD009,Smart Watch,Electronics,Zhi Wei,Singapore City,83737360,SG,Net Banking,6536.45,5,12-03-2024,hello@company.com
ORD0326,PRD010,Resistance Bands,Sports,Bao Yu,Tampines,91322734,SG,Debit Card,5476.21,4,10-06-2024,user@gmail.com
ORD0237,PRD009,Smart Watch,Electronics,Jing Wen,Singapore City,98527246,SG,Cash,4375.39,3,19-03-2025,info@hotmail.com
ORD0382,PRD007,Laptop Bag,Accessories,Sarah Johnson,Dallas,7143999513,US,Debit Card,8631.82,5,20-01-2024,user@gmail.com
ORD0468,PRD008,Protein Powder,Health,Divya Joshi,Bangalore,569657,IN,PayLah,4593.13,4,24-02-2024,hello@company.com
ORD0259,PRD009,Smart Watch,Electronics,Kai Xin,Tampines,99791854,SG,PayLah,4005.06,2,25-02-2024,test@domain.co
ORD0030,PRD001,Cotton Kurti,Apparel,Aisha Al Hamdan,Abu Dhabi,996627,AE,Credit Card,1283.04,3,11-09-2024,user@gmail.com
ORD0465,PRD010,Resistance Bands,Sports,Priya Patel,Pune,8625894626,IN,Wallet,2635.8,4,18-04-2024,user@gmail.com
ORD0227,PRD008,Protein Powder,Health,Mei Ling,Ang Mo Kio,95232495,SG,Credit Card,2366.23,2,29-01-2024,contact@yahoo.com
ORD0229,PRD007,Laptop Bag,Accessories,Ananya Iyer,Kolkata,8654194346,IN,PayNow,1774.51,3,09-08-2024,info@hotmail.com
ORD0056,PRD001,Cotton Kurti,Apparel,Wei Liang,Jurong,83001745,SG,PayLah,2175.51,2,08-02-2024,contact@yahoo.com
ORD0325,PRD010,Resistance Bands,Sports,Vikram Singh,Bangalore,6208978079,IN,Net Banking,9063.84,4,21-04-2024,user@gmail.com
ORD0151,PRD007,Laptop Bag,Accessories,Khalid Al Shamsi,Fujairah,553431727,AE,,3844.48,2,09-09-2024,contact@yahoo.com
ORD0174,PRD005,Running Shoes,Footwear,Sneha Gupta,Ahmedabad,9508946749,IN,Net Banking,1547.36,2,19-06-2024,user@gmail.com
ORD0309,PRD006,Steel Bottle,Kitchen,Jun Hao,Woodlands,93318528,SG,PayNow,4676.46,4,16-02-2025,hello@company.com
ORD0462,PRD002,Wireless Earbuds,Electronics,Xiu Ying,Singapore City,,SG,PayNow,2841.29,2,31-01-2025,user@gmail.com
ORD0371,PRD003,Yoga Mat,Sports,Xiu Ying,Bedok,92959528,SG,PayNow,9546.99,4,23-04-2024,info@hotmail.com
ORD0091,PRD006,Steel Bottle,Kitchen,Ananya Iyer,Delhi,9891467496,IN,,-314.17,3,17-10-2024,test@domain.co
ORD0487,PRD003,Yoga Mat,Sports,Li Na,Singapore City,82743162,SG,Net Banking,5021.57,1,13-06-2024,user@gmail.com
ORD0321,PRD003,Yoga Mat,Sports,Layla Al Nuaimi,Ajman,529292685,AE,Net Banking,9327.57,4,25-11-2024,user@gmail.com
ORD0461,PRD006,Steel Bottle,Kitchen,Emily Wilson,Chicago,7374915109,US,Credit Card,5931.1,4,13-05-2024,user@gmail.com
ORD0290,PRD010,Resistance Bands,Sports,Kai Xin,Jurong,84291654,SG,Net Banking,7729.66,3,11-08-2024,contact@yahoo.com
ORD0136,PRD005,Running Shoes,Footwear,Vikram Singh,Kolkata,9459979742,IN,PayNow,7921.09,2,21-01-2024,hello@company.com
ORD0131,PRD005,Running Shoes,Footwear,Ananya Iyer,Kolkata,6457112379,IN,Net Banking,8496.23,1,08-09-2024,hello@company.com
ORD0031,PRD006,Steel Bottle,Kitchen,Bao Yu,Ang Mo Kio,84839209,SG,Credit Card,6637.18,4,13-08-2024,user@gmail.com
ORD0486,PRD008,Protein Powder,Health,Pooja Reddy,Mumbai,7842754671,IN,Cash,2429.94,2,22-11-2024,info@hotmail.com
ORD0279,PRD008,Protein Powder,Health,Amanda White,Phoenix,3593263312,US,UPI,908.39,4,26-09-2024,contact@yahoo.com
ORD0261,PRD007,Laptop Bag,Accessories,Wei Liang,Woodlands,89630333,SG,Debit Card,9158.86,3,08-09-2024,hello@company.com
ORD0378,PRD006,Steel Bottle,Kitchen,Arjun Nair,Delhi,6773642011,IN,UPI,3186.39,5,01-01-2024,hello@company.com
ORD0269,PRD009,Smart Watch,Electronics,Pooja Reddy,Pune,6962338758,IN,Debit Card,4983.26,2,23-03-2025,test@domain.co
ORD0177,PRD009,Smart Watch,Electronics,Sneha Gupta,Hyderabad,7046507827,IN,Cash,2085.41,1,12-02-2025,contact@yahoo.com
ORD0316,PRD003,Yoga Mat,Sports,Rohit Sharma,Pune,9574728377,IN,Credit Card,7750.93,2,08-04-2024,contact@yahoo.com
ORD0368,PRD001,Cotton Kurti,Apparel,Yong Sheng,Tampines,95992685,SG,Debit Card,4641.17,4,16-07-2024,hello@company.com
ORD0436,PRD008,Protein Powder,Health,Priya Patel,Kolkata,7585675309,IN,Wallet,2220.65,3,18-01-2024,info@hotmail.com
ORD0099,PRD005,Running Shoes,Footwear,David Anderson,Los Angeles,4105572419,US,Cash,9467.22,3,15-01-2024,user@gmail.com
ORD0092,PRD001,Cotton Kurti,Apparel,Jing Wen,Singapore City,95495475,SG,Net Banking,512.41,2,10-12-2024,contact@yahoo.com
ORD0303,PRD008,Protein Powder,Health,Xiu Ying,Bedok,86211301,SG,Credit Card,3687.92,2,04-06-2024,hello@company.com
ORD0148,PRD001,Cotton Kurti,Apparel,James Miller,Phoenix,8475142042,US,UPI,5188.65,1,09-08-2024,contact@yahoo.com
ORD0437,PRD001,Cotton Kurti,Apparel,Robert Brown,Los Angeles,5344779089,US,Wallet,929.22,1,17-03-2024,hello@company.com
ORD0139,PRD007,Laptop Bag,Accessories,Aarav Shah,Delhi,9114333851,IN,PayNow,273.81,5,12-12-2024,info@hotmail.com
ORD0458,PRD005,Running Shoes,Footwear,Zhi Wei,Tampines,80672367,SG,PayLah,484.97,1,21-11-2024,hello@company.com
ORD0324,PRD004,Face Serum,Beauty,Arjun Nair,Chennai,9685200579,IN,Credit Card,6655.73,5,01-03-2025,test@domain.co
ORD0203,PRD005,Running Shoes,Footwear,Jessica Taylor,Phoenix,,US,Wallet,7980.33,1,22-08-2024,test@domain.co
ORD0335,PRD008,Protein Powder,Health,Mei Ling,Tampines,95268784,SG,Wallet,2072.16,2,01-05-2024,info@hotmail.com
ORD0282,PRD002,Wireless Earbuds,Electronics,James Miller,San Francisco,9ayyyy1c,US,PayLah,4573.79,4,29-10-2024,hello@company.com
ORD0208,PRD007,Laptop Bag,Accessories,Layla Al Nuaimi,Ras Al Khaimah,596998238,AE,Debit Card,7895.08,5,27-02-2025,info@hotmail.com
ORD0233,PRD007,Laptop Bag,Accessories,Divya Joshi,Kolkata,8335245837,IN,Debit Card,5686.25,2,15-01-2025,hello@company.com
ORD0359,PRD001,Cotton Kurti,Apparel,Noor Al Qassimi,Dubai,570792275,AE,Credit Card,5912.08,1,17-03-2025,info@hotmail.com
ORD0457,PRD006,Steel Bottle,Kitchen,Aarav Shah,Chennai,8850432534,IN,Debit Card,3163.54,1,04-04-2024,user@gmail.com
ORD0186,PRD008,Protein Powder,Health,Pooja Reddy,Ahmedabad,590584,IN,Wallet,7141.46,2,30-11-2024,contact@yahoo.com
ORD0391,PRD005,Running Shoes,Footwear,Omar Al Maktoum,Fujairah,578203395,AE,Cash,4063.82,4,15-05-2024,user@gmail.com
ORD0346,PRD009,Smart Watch,Electronics,Ananya Iyer,Hyderabad,9ya22bbz,IN,Cash,5683.59,3,20-07-2024,contact@yahoo.com
ORD0102,PRD002,Wireless Earbuds,Electronics,Vikram Singh,Chennai,8161457100,IN,UPI,5417.96,3,16-12-2024,test@domain.co
ORD0088,PRD008,Protein Powder,Health,Wei Liang,Ang Mo Kio,94281566,SG,,7059.28,3,12-02-2025,contact@yahoo.com
ORD0339,PRD010,Resistance Bands,Sports,Kai Xin,Woodlands,99564418,SG,Wallet,6506.21,3,23-02-2024,info@hotmail.com
ORD0410,PRD009,Smart Watch,Electronics,Karan Mehta,Hyderabad,7138333957,IN,PayLah,7860.78,5,04-04-2024,test@domain.co
ORD0421,PRD010,Resistance Bands,Sports,Mohammed Al Mansoori,Ras Al Khaimah,578236351,AE,UPI,1002.14,5,17-02-2024,user@gmail.com
ORD0198,PRD008,Protein Powder,Health,Aisha Al Hamdan,Sharjah,588825581,AE,PayNow,698.29,4,06-04-2024,user@gmail.com
ORD0003,PRD001,Cotton Kurti,Apparel,Mike Davis,New York,,US,Wallet,9633.02,4,10-05-2024,test@domain.co
ORD0332,PRD002,Wireless Earbuds,Electronics,Bao Yu,Jurong,94740704,SG,,-291.43,5,27-08-2024,contact@yahoo.com
ORD0422,PRD010,Resistance Bands,Sports,Sarah Johnson,San Francisco,5282599082,US,Debit Card,555.09,5,29-07-2024,contact@yahoo.com
ORD0348,PRD010,Resistance Bands,Sports,Pooja Reddy,Delhi,7281478984,IN,Wallet,4474.27,1,19-07-2024,hello@company.com
ORD0439,PRD003,Yoga Mat,Sports,Ashley Thomas,Dallas,4632183931,US,PayNow,4863.45,3,01-12-2024,hello@company.com
ORD0435,PRD007,Laptop Bag,Accessories,Layla Al Nuaimi,Ras Al Khaimah,548910799,AE,PayNow,3793.86,2,30-05-2024,hello@company.com
ORD0187,PRD003,Yoga Mat,Sports,Wei Liang,Bedok,86218671,SG,PayLah,2842.17,4,14-02-2025,hello@company.com
ORD0363,PRD007,Laptop Bag,Accessories,Divya Joshi,Pune,9347972883,IN,PayNow,9005.05,3,03-03-2024,contact@yahoo.com
ORD0251,PRD001,Cotton Kurti,Apparel,Karan Mehta,Kolkata,7324242435,IN,Net Banking,8454.64,2,18-10-2024,contact@yahoo.com
ORD0499,PRD003,Yoga Mat,Sports,Divya Joshi,Bangalore,6142413222,IN,UPI,4104.17,4,10-01-2024,info@hotmail.com
ORD0052,PRD004,Face Serum,Beauty,Aarav Shah,Ahmedabad,7972159488,IN,PayNow,5590.43,5,30-05-2024,hello@company.com
ORD0185,PRD004,Face Serum,Beauty,Fatima Al Zaabi,Fujairah,522006848,AE,PayLah,2579.71,4,03-08-2024,info@hotmail.com
ORD0104,PRD010,Resistance Bands,Sports,Rohit Sharma,Delhi,9658371777,IN,UPI,5905.82,5,21-11-2024,info@hotmail.com
ORD0130,PRD001,Cotton Kurti,Apparel,Jing Wen,Tampines,93661652,SG,Wallet,5784.65,4,31-07-2024,contact@yahoo.com
ORD0406,PRD009,Smart Watch,Electronics,James Miller,San Francisco,8641452281,US,Debit Card,1564.85,3,25-12-2024,hello@company.com
ORD0054,PRD007,Laptop Bag,Accessories,Priya Patel,Pune,7745438525,IN,PayNow,9914.85,4,24-04-2024,test@domain.co
ORD0495,PRD010,Resistance Bands,Sports,Vikram Singh,Delhi,691594,IN,UPI,6480.19,3,28-02-2025,info@hotmail.com
ORD0419,PRD001,Cotton Kurti,Apparel,Karan Mehta,Hyderabad,7552080638,IN,UPI,3333.17,4,18-12-2024,test@domain.co
ORD0033,PRD004,Face Serum,Beauty,Bao Yu,Ang Mo Kio,81124529,SG,PayLah,5195.28,3,25-02-2024,test@domain.co
ORD0006,PRD005,Running Shoes,Footwear,Ashley Thomas,Los Angeles,8681560331,US,PayNow,2683.06,3,29-03-2024,user@gmail.com
ORD0493,PRD009,Smart Watch,Electronics,Ahmed Al Rashid,Fujairah,547419784,AE,UPI,227.17,1,06-11-2024,hello@company.com
ORD0223,PRD001,Cotton Kurti,Apparel,Robert Brown,Los Angeles,6256227212,US,Credit Card,6400.17,5,04-06-2024,hello@company.com
ORD0285,PRD007,Laptop Bag,Accessories,Arjun Nair,Chennai,6719684495,IN,Wallet,2667.04,2,11-03-2025,user@gmail.com
ORD0036,PRD006,Steel Bottle,Kitchen,Sarah Johnson,Chicago,194893,US,Wallet,9118.66,1,23-01-2024,test@domain.co
ORD0424,PRD010,Resistance Bands,Sports,Jing Wen,Tampines,83664643,SG,PayNow,1600.48,4,04-02-2025,info@hotmail.com
ORD0016,PRD009,Smart Watch,Electronics,Divya Joshi,Delhi,6935463464,IN,Net Banking,8237.7,1,13-08-2024,hello@company.com
ORD0082,PRD001,Cotton Kurti,Apparel,Priya Patel,Ahmedabad,7125788153,IN,Debit Card,4091.29,4,12-11-2024,hello@company.com
ORD0497,PRD004,Face Serum,Beauty,Ananya Iyer,Bangalore,7299513314,IN,PayLah,9516.82,3,27-01-2024,contact@yahoo.com
ORD0343,PRD003,Yoga Mat,Sports,Mohammed Al Mansoori,Dubai,544376562,AE,PayNow,690.32,5,28-03-2024,info@hotmail.com
ORD0408,PRD010,Resistance Bands,Sports,Kai Xin,Tampines,88377689,SG,Wallet,1455.42,4,07-03-2024,user@gmail.com
ORD0336,PRD010,Resistance Bands,Sports,Arjun Nair,Pune,6405065632,IN,Credit Card,9726.29,5,18-03-2024,test@domain.co
ORD0474,PRD005,Running Shoes,Footwear,Pooja Reddy,Mumbai,6535852578,IN,Wallet,4562.56,5,12-03-2025,test@domain.co
ORD0191,PRD007,Laptop Bag,Accessories,Jing Wen,Tampines,84976504,SG,Net Banking,2707.4,4,18-01-2024,info@hotmail.com
ORD0268,PRD010,Resistance Bands,Sports,Bao Yu,Tampines,90096080,SG,Wallet,2803.96,2,04-04-2024,hello@company.com
ORD0308,PRD003,Yoga Mat,Sports,Layla Al Nuaimi,Ajman,583857196,AE,Cash,3741.09,1,17-03-2025,user@gmail.com
ORD0188,PRD004,Face Serum,Beauty,Ananya Iyer,Delhi,6423990526,IN,PayNow,7393.65,2,17-02-2025,hello@company.com
ORD0176,PRD007,Laptop Bag,Accessories,Rohit Sharma,Kolkata,7749192320,IN,Wallet,4382.47,5,25-03-2025,info@hotmail.com
ORD0463,PRD005,Running Shoes,Footwear,Ananya Iyer,Kolkata,6655170238,IN,Wallet,2412.62,3,10-10-2024,info@hotmail.com
ORD0306,PRD001,Cotton Kurti,Apparel,Li Na,Ang Mo Kio,82674180,SG,Debit Card,9091.51,3,01-07-2024,user@gmail.com
ORD0289,PRD003,Yoga Mat,Sports,Wei Liang,Woodlands,91745904,SG,Wallet,6508.73,1,02-12-2024,test@domain.co
ORD0452,PRD001,Cotton Kurti,Apparel,Amanda White,Phoenix,8419373277,US,Debit Card,1172.44,2,08-11-2024,hello@company.com
ORD0496,PRD006,Steel Bottle,Kitchen,Priya Patel,Ahmedabad,8727815884,IN,Cash,8978.82,3,24-03-2024,hello@company.com
ORD0337,PRD005,Running Shoes,Footwear,Noor Al Qassimi,Ras Al Khaimah,502006879,AE,Debit Card,-443.84,3,29-12-2024,info@hotmail.com
ORD0107,PRD004,Face Serum,Beauty,Aarav Shah,Pune,9368218339,IN,Cash,6843.76,1,11-10-2024,hello@company.com
ORD0166,PRD007,Laptop Bag,Accessories,Rohit Sharma,Pune,6145800845,IN,,-776.76,5,04-08-2024,info@hotmail.com
ORD0467,PRD007,Laptop Bag,Accessories,Rohit Sharma,Delhi,9xzyzacy,IN,UPI,2524.41,3,18-05-2024,user@gmail.com
ORD0433,PRD005,Running Shoes,Footwear,Bao Yu,Ang Mo Kio,80372933,SG,Wallet,3914.35,2,05-01-2024,hello@company.com
ORD0491,PRD008,Protein Powder,Health,Ananya Iyer,Chennai,7736595858,IN,Credit Card,1894.28,1,23-12-2024,user@gmail.com
ORD0152,PRD007,Laptop Bag,Accessories,Amanda White,New York,2031516290,US,Credit Card,-770.27,2,07-09-2024,user@gmail.com
ORD0005,PRD009,Smart Watch,Electronics,Bao Yu,Tampines,314136,SG,Credit Card,9698.45,3,05-03-2025,test@domain.co
ORD0122,PRD008,Protein Powder,Health,Priya Patel,Mumbai,6384258166,IN,PayLah,5776.66,2,08-07-2024,user@gmail.com
ORD0163,PRD010,Resistance Bands,Sports,Sneha Gupta,Hyderabad,7569342170,IN,UPI,5815.32,1,22-05-2024,nodot@com
ORD0481,PRD001,Cotton Kurti,Apparel,Bao Yu,Ang Mo Kio,98082595,SG,Debit Card,3202.71,1,30-01-2024,contact@yahoo.com
ORD0446,PRD009,Smart Watch,Electronics,James Miller,Phoenix,9azbzz2c,US,Credit Card,9264.5,5,16-06-2024,hello@company.com
ORD0095,PRD002,Wireless Earbuds,Electronics,Kai Xin,Tampines,69503,SG,Cash,560.44,1,08-12-2024,info@hotmail.com
ORD0490,PRD010,Resistance Bands,Sports,Jun Hao,Singapore City,96902349,SG,PayNow,5942.74,1,09-10-2024,contact@yahoo.com
ORD0109,PRD004,Face Serum,Beauty,Divya Joshi,Hyderabad,7631832048,IN,Net Banking,1588.31,3,03-05-2024,user@gmail.com
ORD0351,PRD010,Resistance Bands,Sports,Ashley Thomas,New York,3254627056,US,Debit Card,2316.86,5,22-03-2024,test@domain.co
ORD0200,PRD001,Cotton Kurti,Apparel,Divya Joshi,Kolkata,8899640851,IN,PayNow,4916.71,1,31-08-2024,info@hotmail.com
ORD0383,PRD005,Running Shoes,Footwear,Amanda White,Dallas,5024276656,US,UPI,8274,2,17-06-2024,test@domain.co
ORD0051,PRD005,Running Shoes,Footwear,Arjun Nair,Chennai,6062550160,IN,Credit Card,9482.3,3,22-02-2024,contact@yahoo.com
ORD0444,PRD006,Steel Bottle,Kitchen,Aarav Shah,Mumbai,8322296291,IN,UPI,8563.4,1,10-07-2024,contact@yahoo.com
ORD0254,PRD002,Wireless Earbuds,Electronics,Jun Hao,Singapore City,90852663,SG,Cash,9732.38,2,25-02-2024,contact@yahoo.com
ORD0415,PRD008,Protein Powder,Health,Xiu Ying,Singapore City,95679625,SG,Debit Card,5850.26,4,19-03-2024,test@domain.co
ORD0284,PRD005,Running Shoes,Footwear,Rohit Sharma,Delhi,9356288105,IN,UPI,7266.65,3,27-02-2025,info@hotmail.com
ORD0323,PRD007,Laptop Bag,Accessories,Li Na,Jurong,99019185,SG,Net Banking,9566.18,4,13-02-2024,info@hotmail.com
ORD0403,PRD002,Wireless Earbuds,Electronics,James Miller,Phoenix,6047688968,US,PayNow,4576.54,5,04-06-2024,hello@company.com
ORD0489,PRD007,Laptop Bag,Accessories,Layla Al Nuaimi,Abu Dhabi,543380029,AE,Debit Card,5110.18,1,12-01-2024,test@domain.co
ORD0418,PRD002,Wireless Earbuds,Electronics,Jing Wen,Bedok,84604556,SG,,-619.73,5,28-02-2025,test@domain.co
ORD0278,PRD001,Cotton Kurti,Apparel,Emily Wilson,Los Angeles,7773830988,US,PayLah,2939.29,1,22-01-2025,user@gmail.com
ORD0154,PRD003,Yoga Mat,Sports,Wei Liang,Singapore City,96128580,SG,Debit Card,6770.73,3,16-02-2025,info@hotmail.com
ORD0390,PRD001,Cotton Kurti,Apparel,Ananya Iyer,Delhi,6262916393,IN,Cash,2961.35,5,31-05-2024,hello@company.com
ORD0183,PRD003,Yoga Mat,Sports,Mei Ling,Singapore City,,SG,PayLah,881.21,4,21-04-2024,info@hotmail.com
ORD0295,PRD007,Laptop Bag,Accessories,Pooja Reddy,Bangalore,9bxcacc1,IN,UPI,9236.8,2,31-07-2024,test@domain.co
ORD0395,PRD002,Wireless Earbuds,Electronics,Jessica Taylor,Los Angeles,3386333774,US,Debit Card,7977.64,3,02-10-2024,contact@yahoo.com
ORD0207,PRD004,Face Serum,Beauty,Wei Liang,Woodlands,90824230,SG,UPI,5161.29,1,31-03-2024,user@gmail.com
ORD0414,PRD004,Face Serum,Beauty,Emily Wilson,New York,550252,US,Net Banking,3349.91,4,20-06-2024,test@domain.co
ORD0397,PRD006,Steel Bottle,Kitchen,Kai Xin,Ang Mo Kio,84820578,SG,Credit Card,1235.55,2,23-02-2024,info@hotmail.com
ORD0350,PRD001,Cotton Kurti,Apparel,Ananya Iyer,Kolkata,8077165718,IN,Credit Card,1831.55,1,18-03-2025,info@hotmail.com
ORD0379,PRD007,Laptop Bag,Accessories,Arjun Nair,Kolkata,9161786959,IN,Debit Card,8651.82,3,09-03-2025,contact@yahoo.com
ORD0425,PRD002,Wireless Earbuds,Electronics,Divya Joshi,Delhi,9338082791,IN,PayNow,7424.49,5,09-10-2024,info@hotmail.com
ORD0042,PRD008,Protein Powder,Health,Divya Joshi,Pune,6999615026,IN,UPI,1154.55,3,24-09-2024,hello@company.com
ORD0262,PRD001,Cotton Kurti,Apparel,Karan Mehta,Bangalore,8949409199,IN,Net Banking,9205.92,1,27-02-2024,info@hotmail.com
ORD0239,PRD002,Wireless Earbuds,Electronics,Karan Mehta,Chennai,7461326114,IN,PayNow,6791.04,2,16-01-2024,hello@company.com
ORD0257,PRD006,Steel Bottle,Kitchen,Vikram Singh,Delhi,9905362485,IN,Wallet,8805.09,4,04-01-2025,info@hotmail.com
ORD0096,PRD002,Wireless Earbuds,Electronics,Arjun Nair,Ahmedabad,6441179102,IN,PayNow,7254.61,3,14-11-2024,test@domain.co
ORD0249,PRD007,Laptop Bag,Accessories,Vikram Singh,Ahmedabad,8982439691,IN,PayLah,3103.49,4,24-02-2024,test@domain.co
ORD0283,PRD010,Resistance Bands,Sports,Divya Joshi,Chennai,8675383646,IN,Debit Card,3778.34,5,04-01-2025,test@domain.co
ORD0063,PRD003,Yoga Mat,Sports,Aisha Al Hamdan,Ajman,550492949,AE,UPI,1855.75,3,12-04-2024,info@hotmail.com
ORD0409,PRD005,Running Shoes,Footwear,Vikram Singh,Ahmedabad,8781022797,IN,Credit Card,4928.67,3,22-01-2024,test@domain.co
ORD0286,PRD003,Yoga Mat,Sports,Xiu Ying,Ang Mo Kio,91529982,SG,UPI,1973.19,4,23-10-2024,test@domain.co
ORD0235,PRD002,Wireless Earbuds,Electronics,Rohit Sharma,Kolkata,9349899633,IN,Net Banking,828.35,3,10-06-2024,test@domain.co
ORD0037,PRD009,Smart Watch,Electronics,Kai Xin,Singapore City,,SG,UPI,8715.45,2,14-07-2024,info@hotmail.com
ORD0373,PRD003,Yoga Mat,Sports,Rohit Sharma,Hyderabad,8362648026,IN,Credit Card,6970.9,4,08-11-2024,contact@yahoo.com
ORD0307,PRD006,Steel Bottle,Kitchen,Priya Patel,Hyderabad,9905177766,IN,Credit Card,4305.83,4,21-05-2024,test@domain.co
ORD0413,PRD007,Laptop Bag,Accessories,Bao Yu,Jurong,97438573,SG,,-122.48,5,26-10-2024,user@gmail.com
ORD0044,PRD006,Steel Bottle,Kitchen,Xiu Ying,Woodlands,99928010,SG,PayNow,4000.3,2,13-11-2024,info@hotmail.com
ORD0319,PRD007,Laptop Bag,Accessories,Mike Davis,Houston,136021,US,Cash,4960.84,3,17-09-2024,test@domain.co
ORD0083,PRD001,Cotton Kurti,Apparel,Ashley Thomas,Los Angeles,9192281423,US,Debit Card,1039.52,2,19-01-2025,hello@company.com
ORD0396,,Protein Powder,Health,Aarav Shah,Ahmedabad,7233733280,IN,Cash,1379.81,5,27-03-2024,info@hotmail.com
ORD0065,PRD002,Wireless Earbuds,Electronics,Li Na,Bedok,80825416,SG,Debit Card,-471.12,1,14-02-2024,contact@yahoo.com
ORD0066,PRD005,Running Shoes,Footwear,Vikram Singh,Ahmedabad,96867,IN,Wallet,8320.53,5,17-02-2025,test@domain.co
ORD0381,PRD003,Yoga Mat,Sports,Bao Yu,Jurong,88204251,SG,PayLah,1792.44,1,06-03-2025,user@gmail.com
